"id","name","unitLastWord","unitSeqLast","word","docTokenSeqLast","entityType","roleType","person"
"3D148B2FEEA8","slob phrug","<0> ཕེབས་ གནང་ །",3,"<0>",5,"person","S",0
"1CA978DCDE1DB","dpe mdzod do dam pa","<0> རྒན་ ངག་དབང་ ལགས་ ཡིན་ ནམ །",4,"<0>",9,"person","COPS",0
"14C5BE6658C39","dpe mdzod do dam pa","<0> རྒན་ ངག་དབང་ ལགས་ ཡིན་ ནམ །",4,"རྒན་ ངག་དབང་ ལགས་",12,"person","PRED",3
"1FE8CC91923D1","dpe mdzod do dam pa","ལགས་ <0> ཡིན །",5,"<0>",17,"person","PRED",0
"33A483E30E811","dpe mdzod do dam pa","ང་",6,"ང་",20,"person","COPS",1
"280CA1A8A425","bod yig sde tshan gyi dpe mdzod","འདི་ བོད་ཡིག་ སྡེ་ཚན་ གྱི་ དཔེ་མཛོད་ རེད་ པས ལགས །",7,"འདི་",21,"location","COPS",3
"7B8D3380E1B7","bod yig sde tshan","འདི་ བོད་ཡིག་ སྡེ་ཚན་ གྱི་ དཔེ་མཛོད་ རེད་ པས ལགས །",7,"བོད་ཡིག་ སྡེ་ཚན་",23,"organization","POSS",3
"324844D19047E","bod yig sde tshan gyi dpe mdzod","འདི་ བོད་ཡིག་ སྡེ་ཚན་ གྱི་ དཔེ་མཛོད་ རེད་ པས ལགས །",7,"བོད་ཡིག་ སྡེ་ཚན་ གྱི་ དཔེ་མཛོད་",25,"location","PRED",3
"1CC01F5DEFBA2","bod yig sde tshan gyi dpe mdzod","ལགས་ <0> <0> རེད །",8,"<0>",31,"location","COPS",0
"134D42FB97545","bod yig sde tshan gyi dpe mdzod","ལགས་ <0> <0> རེད །",8,"<0>",32,"location","PRED",0
"183DC7932D931","slob phrug","ཁྱེད་རང་ གང་ ནས་ ཕེབས་པ་ ཡིན་ ནམ །",10,"ཁྱེད་རང་",36,"person","S",2
"1373D1F88358","rgya gar","ཁྱེད་རང་ གང་ ནས་ ཕེབས་པ་ ཡིན་ ནམ །",10,"གང་ ནས་",38,"location","ADJ",3
"2DBE5E8F59A6D","slob phrug","ང་ རྒྱ་གར་ ནས་ ཡོང་པ་ ཡིན །",11,"ང་",43,"person","S",1
"F20CE11F519F","rgya gar","ང་ རྒྱ་གར་ ནས་ ཡོང་པ་ ཡིན །",11,"རྒྱ་གར་ ནས་",45,"location","ADJ",3
"1366768617","slob phrug","ང་ འདི ར་ སྤྱིར་བཏང་ <0> སློབ་སྦྱོང་ བྱེད་ གར་ ཡོང་བ་ ཡིན །",13,"ང་",50,"person","S",1
"287C6AAAA209D","mtho slob","ང་ འདི ར་ སྤྱིར་བཏང་ <0> སློབ་སྦྱོང་ བྱེད་ གར་ ཡོང་བ་ ཡིན །",13,"འདི ར་",52,"organization","OBL",3
"2E01887F5E6CF","slob phrug","ང་ འདི ར་ སྤྱིར་བཏང་ <0> སློབ་སྦྱོང་ བྱེད་ གར་ ཡོང་བ་ ཡིན །",13,"<0>",54,"person","A",0
"2B90728BB8B9A","slob sbyong","ང་ འདི ར་ སྤྱིར་བཏང་ <0> སློབ་སྦྱོང་ བྱེད་ གར་ ཡོང་བ་ ཡིན །",13,"སློབ་སྦྱོང་",55,"abstract","LVO",3
"1AF2B188E721B","slob phrug","<0> སློབ་ཕྲུག་ ཡིན་ X X",15,"<0>",63,"person","COPS",0
"82A7A61DA34","slob phrug","<0> སློབ་ཕྲུག་ ཡིན་ X X",15,"སློབ་ཕྲུག་",64,"person","PRED",3
"444F2F65FD2","mtho slob","མཐོ་སློབ་ འདི འི་ ནང་ ལ ཡ །",16,"མཐོ་སློབ་ འདི འི་",70,"organization","POSS",3
"1F90115EC01DA","mtho slob kyi nang","མཐོ་སློབ་ འདི འི་ ནང་ ལ ཡ །",16,"མཐོ་སློབ་ འདི འི་ ནང་ ལ",72,"location","ADJ",3
"2D868B44C8058","slob phrug","ཨ་ནི་ ང་ གཙོ་བོ་ རྒྱལ་རབས་ _P_ ཨ་ ཐོག་ ལ་ རིག་གཅིག་རྐང་འཛིན་ སློབ་སྦྱོང་ བྱས་པ་ ཡིན །",17,"ང་",76,"person","LVS",1
"208A6ED2AD07F","rgyal rabs","ཨ་ནི་ ང་ གཙོ་བོ་ རྒྱལ་རབས་ _P_ ཨ་ ཐོག་ ལ་ རིག་གཅིག་རྐང་འཛིན་ སློབ་སྦྱོང་ བྱས་པ་ ཡིན །",17,"རྒྱལ་རབས་ _P_ ཨ་ ཐོག་ ལ་",82,"abstract","ADJ",3
"27307A9338E29","slob sbyong","ཨ་ནི་ ང་ གཙོ་བོ་ རྒྱལ་རབས་ _P_ ཨ་ ཐོག་ ལ་ རིག་གཅིག་རྐང་འཛིན་ སློབ་སྦྱོང་ བྱས་པ་ ཡིན །",17,"སློབ་སྦྱོང་",84,"abstract","LVO",3
"1F79B357D83D8","mtho slob","བྱས་ ཙང་ འདི ར་ ཡ་",19,"འདི ར་",93,"organization","COPLOC",3
"31C1B7402374E","phyag dpe (general)","ཕྱག་དཔེ་ དེ་འདྲས་ གཡར་ གནང་ ཡག་ XX",20,"ཕྱག་དཔེ་",95,"thing","P",3
"185A58E04FEB0","phyag dpe (general)","ཕྱག་དཔེ་ དེ་འདྲས་ གཡར་ གནང་ ཡག་ XX",20,"ཕྱག་དཔེ་ དེ་འདྲས་ གཡར་ གནང་ ཡག་",99,"thing","EXIST",3
"32FB50AD0D1AC","phyag dpe (general)","ལ- ལགས་ <0> <0> ཡོད རེད །",24,"<0>",113,"thing","EXIST",0
"2B282F7B292DE","mtho slob","ལ- ལགས་ <0> <0> ཡོད རེད །",24,"<0>",114,"organization","COPLOC",0
"25DACB0FBB71C","slob phrug","<0> རྒྱ་གར་ གང་ ནས་ ཕེབས་པ་ ཡིན་ ནམ །",25,"<0>",118,"person","S",0
"2276CB469ABB5","rgya gar","<0> རྒྱ་གར་ གང་ ནས་ ཕེབས་པ་ ཡིན་ ནམ །",25,"རྒྱ་གར་ གང་ ནས་",121,"location","ADJ",3
"5D51BCB1E3E3","slob phrug","<0> རྒྱ་གར་ རྡ་རམ་ས་ལ་ ནས ཡིན །",26,"<0>",126,"person","COPS",0
"21D7366808412","rgya gar","<0> རྒྱ་གར་ རྡ་རམ་ས་ལ་ ནས ཡིན །",26,"རྒྱ་གར་",127,"location","POSS",3
"2B95CB73787C1","dha ram sa la","<0> རྒྱ་གར་ རྡ་རམ་ས་ལ་ ནས ཡིན །",26,"རྒྱ་གར་ རྡ་རམ་ས་ལ་ ནས",129,"location","PRED",3
"190C8DD569A6F","slob phrug","ཨ་ནི་ ང་ ཕྱག་དཔེ་ འདི་གས་ གཅིག་ །",32,"ང་",143,"person","A",1
"3507643836B44","phyag dpe (general)","ཨ་ནི་ ང་ ཕྱག་དཔེ་ འདི་གས་ གཅིག་ །",32,"ཕྱག་དཔེ་ འདི་གས་ གཅིག་",146,"thing","P",3
"AD8366855C2C","phyag dpe (general)","ཕྱག་དཔེ་ དེ་ ཚོ་",41,"ཕྱག་དཔེ་ དེ་ ཚོ་",172,"thing","P",3
"1E6F04CFF1598","dpe mdzod khang gi las byed pa","<0> ས་གནས་ ག་པར་ ནས་ བསྣམས་ ཡོང་བ་ རེད །",42,"<0>",173,"person","A",0
"12FF94C713457","phyag dpe'i dbyung gnas","<0> ས་གནས་ ག་པར་ ནས་ བསྣམས་ ཡོང་བ་ རེད །",42,"ས་གནས་ ག་པར་ ནས་",176,"location","ADJ",3
"BA27EDA76D83","phyag dpe (general)","ལྟ་ དེབ་ འདི་",44,"དེབ་ འདི་",185,"thing","FREE",3
"1CCB2A13BA1D","phyag dpe (general)","ཕལ་ཆེ་བ་ དེ་ ང་རང་ ཚོ་ རྒྱ་གར་ ནས་ འབྱོར་བ་ རེད །",46,"ཕལ་ཆེ་བ་ དེ་",188,"thing","P",3
"8961992833C0","dpe mdzod khang gi las byed pa","ཕལ་ཆེ་བ་ དེ་ ང་རང་ ཚོ་ རྒྱ་གར་ ནས་ འབྱོར་བ་ རེད །",46,"ང་རང་ ཚོ་",190,"person","A",1
"2C9ECCA249218","rgya gar","ཕལ་ཆེ་བ་ དེ་ ང་རང་ ཚོ་ རྒྱ་གར་ ནས་ འབྱོར་བ་ རེད །",46,"རྒྱ་གར་ ནས་",192,"location","ADJ",3
"E61808B43917","da lta","ད་ལྟ་ ང་ ཚོ་ འབྱོར་སྟངས་ དེ་",49,"ད་ལྟ་",198,"date/time","FREE",3
"210A855D38369","dpe mdzod khang gi las byed pa","ད་ལྟ་ ང་ ཚོ་ འབྱོར་སྟངས་ དེ་",49,"ང་ ཚོ་",200,"person","FREE",1
"8C870C0DC718","'byor stangs","ད་ལྟ་ ང་ ཚོ་ འབྱོར་སྟངས་ དེ་",49,"འབྱོར་སྟངས་ དེ་",202,NA,"FREE",3
"E4E359CB9D47","da lta","_%_ ད་ལྟ་ Library of Congress ཀྱི་ བརྒྱུད་ ནས་",50,"ད་ལྟ་",204,"date/time","ADJ",3
"373A7B5679943","library of congress","_%_ ད་ལྟ་ Library of Congress ཀྱི་ བརྒྱུད་ ནས་",50,"Library of Congress ཀྱི་ བརྒྱུད་ ནས་",210,"location","ADJ",3
"290BC13A6AF4E","bod yig sde tshan gyi dpe mdzod","ཚུར་ <0> བཏང་ ཡོང་ པ་ རེད །",51,"ཚུར་",211,"location","ADJ",3
"16501F75FB061","phyag dpe (general)","ཚུར་ <0> བཏང་ ཡོང་ པ་ རེད །",51,"<0>",212,"thing","P",0
"1E071312C153F","dpe mdzod khang gi las byed pa","ཨ་ནི་ ང་ ཚོ་ འདི ར་ འབྱོར་པ་ གཞན་དག་",53,"ང་ ཚོ་",222,"person","POSS",1
"2FB5CC9BA3573","bod yig sde tshan gyi dpe mdzod","ཨ་ནི་ ང་ ཚོ་ འདི ར་ འབྱོར་པ་ གཞན་དག་",53,"ང་ ཚོ་ འདི ར་",224,"location","ADJ",1
"2A9C0E38354BC","phyag dpe ('brug yul, 'bras ljongs, bal yul)","ཨ་ནི་ ང་ ཚོ་ འདི ར་ འབྱོར་པ་ གཞན་དག་",53,"ང་ ཚོ་ འདི ར་ འབྱོར་པ་ གཞན་དག་",226,"thing","S",1
"35890DA518F20","'brug yul","འབྲུག་ཡུལ་ ནས་ <0> བྱས །",56,"འབྲུག་ཡུལ་ ནས་",230,"location","ADJ",3
"352B4F45385F5","phyag dpe ('brug yul, 'bras ljongs, bal yul)","འབྲུག་ཡུལ་ ནས་ <0> བྱས །",56,"<0>",231,"thing","S",0
"1B9257EAFB264","dpe mdzod khang gi las byed pa","<0> བལ་ཡུལ་ ནས་ <0> བྱས །",60,"<0>",238,"person","A",0
"1E10CC1CACB58","bal yul","<0> བལ་ཡུལ་ ནས་ <0> བྱས །",60,"བལ་ཡུལ་ ནས་",240,"location","ADJ",3
"5EA708C879D","phyag dpe ('brug yul, 'bras ljongs, bal yul)","<0> བལ་ཡུལ་ ནས་ <0> བྱས །",60,"<0>",241,"thing","S",0
"2048F38072A66","dpe mdzod khang gi las byed pa","<0> འབྲས་ལྗོངས་ ནས་ <0> བྱས་ ཀྱི་ ཡོག་ རེད །",61,"<0>",244,"person","A",0
"3561D7B1B58D3","'bras ljongs","<0> འབྲས་ལྗོངས་ ནས་ <0> བྱས་ ཀྱི་ ཡོག་ རེད །",61,"འབྲས་ལྗོངས་ ནས་",246,"location","ADJ",3
"EF096110FB81","phyag dpe ('brug yul, 'bras ljongs, bal yul)","<0> འབྲས་ལྗོངས་ ནས་ <0> བྱས་ ཀྱི་ ཡོག་ རེད །",61,"<0>",247,"thing","S",0
"B36EBD05B78F","phyag dpe (general)","_%_ ལྟ་ ཕྱག་དཔེ་ ཕལ་ཆེ་བ་ དེ་",62,"ཕྱག་དཔེ་ ཕལ་ཆེ་བ་ དེ་",257,"thing","FREE",3
"1D464245B2187","phyag dpe (general)","དེ་ <0> རྒྱ་གར་ རང་ ནས་ འབྱོར་ གྱི་ ཡོད་ རེད །",64,"དེ་",259,"thing","P",3
"1F67B1F360952","dpe mdzod khang gi las byed pa","དེ་ <0> རྒྱ་གར་ རང་ ནས་ འབྱོར་ གྱི་ ཡོད་ རེད །",64,"<0>",260,"person","A",0
"A2450845844E","rgya gar","དེ་ <0> རྒྱ་གར་ རང་ ནས་ འབྱོར་ གྱི་ ཡོད་ རེད །",64,"རྒྱ་གར་ རང་ ནས་",263,"location","ADJ",3
"198B0392148A8","phyag dpe (bod nang nas)","ཨ་ནི་ འདི་པ་ ཕྱག་དཔེ་ ཁ་ཤས་ ཡང་",66,"འདི་པ་ ཕྱག་དཔེ་ ཁ་ཤས་",274,"thing","P",3
"CDC1ABD3810A","dpe mdzod khang gi las byed pa","<0> ལྷ་ས་ མི- ཨང མི་རིགས་ དཔར་བསྐྲུན་ ཁང་ དང་ །",67,"<0>",276,"person","A",0
"21D70352C7246","lha sa mi rigs dpar bskrun khang","<0> ལྷ་ས་ མི- ཨང མི་རིགས་ དཔར་བསྐྲུན་ ཁང་ དང་ །",67,"ལྷ་ས་ མི- ཨང མི་རིགས་ དཔར་བསྐྲུན་ ཁང་ དང་",283,"organization","FREE",3
"322D70AB90594","pe cing","ཡང་ པེ་ཅིང་ འདི་པ་ ནས་",68,"པེ་ཅིང་ འདི་པ་ ནས་",288,"location","ADJ",3
"202F397741072","'di 'dra (gdan 'dren zhu)","འདུག་ཟེེ་ གདན་འདྲེན་ ཞུས་པ་ འདི་འདྲས་ ཡོད་ རེད་ པས །",69,"འདུག་ཟེེ་",289,NA,NA,3
"101E46DD08021","gdan 'dren","འདུག་ཟེེ་ གདན་འདྲེན་ ཞུས་པ་ འདི་འདྲས་ ཡོད་ རེད་ པས །",69,"གདན་འདྲེན་",290,"abstract","LVO",3
"1D10878A25626","'di 'dra (gdan 'dren zhu)","འདུག་ཟེེ་ གདན་འདྲེན་ ཞུས་པ་ འདི་འདྲས་ ཡོད་ རེད་ པས །",69,"འདི་འདྲས་",292,NA,NA,3
"2ABB33F74A383","lha sa mi rigs dpar bskrun khang","འདི་ ནི ང་ ཚོ་ དམིགས་བསལ་ གྱི་ དེང་སང་ ཅིག་ ལྟ་ གཅིག་ ལེབ་རྦ་རི་ ཐད་ཀ ར་ འབྱོར་པ་ འདི་འདྲས་ མེད །",71,"འདི་ ནི",299,"organization","PTOP",3
"1899A138AD1C1","dpe mdzod khang gi las byed pa","འདི་ ནི ང་ ཚོ་ དམིགས་བསལ་ གྱི་ དེང་སང་ ཅིག་ ལྟ་ གཅིག་ ལེབ་རྦ་རི་ ཐད་ཀ ར་ འབྱོར་པ་ འདི་འདྲས་ མེད །",71,"ང་ ཚོ་",301,"person","A",1
"2A4733DEE616C","deng sang","འདི་ ནི ང་ ཚོ་ དམིགས་བསལ་ གྱི་ དེང་སང་ ཅིག་ ལྟ་ གཅིག་ ལེབ་རྦ་རི་ ཐད་ཀ ར་ འབྱོར་པ་ འདི་འདྲས་ མེད །",71,"དེང་སང་ ཅིག་",305,"date/time","OBL",3
"848B6E0D34BA","bod yig sde tshan gyi dpe mdzod","འདི་ ནི ང་ ཚོ་ དམིགས་བསལ་ གྱི་ དེང་སང་ ཅིག་ ལྟ་ གཅིག་ ལེབ་རྦ་རི་ ཐད་ཀ ར་ འབྱོར་པ་ འདི་འདྲས་ མེད །",71,"ལེབ་རྦ་རི་",308,"location","COPLOC",3
"34AF6B7A84407","'di 'dra (gdan 'dren zhu)","འདི་ ནི ང་ ཚོ་ དམིགས་བསལ་ གྱི་ དེང་སང་ ཅིག་ ལྟ་ གཅིག་ ལེབ་རྦ་རི་ ཐད་ཀ ར་ འབྱོར་པ་ འདི་འདྲས་ མེད །",71,"འདི་འདྲས་",312,NA,NA,3
"62C92AFDFD11","sngon ma","ཡིན་ནའི་ སྔོན་མ་ ད་ལྟ་ འདི ར་",73,"སྔོན་མ་",318,"date/time","ADJ",3
"12C89E8441DCE","bod yig sde tshan gyi dpe mdzod","_%_ དཔེ་མཛོད་ རང་ ལ་ ཕྱག་དཔེ་ ཡོད་ བསྡད་པ་ མང་པོ་ ཞིག་ འདུག",74,"དཔེ་མཛོད་ རང་ ལ་",325,"location","COPLOC",3
"3609CC1C709B9","phyag dpe (bod nang nas)","_%_ དཔེ་མཛོད་ རང་ ལ་ ཕྱག་དཔེ་ ཡོད་ བསྡད་པ་ མང་པོ་ ཞིག་ འདུག",74,"ཕྱག་དཔེ་",326,"thing","EXIST",3
"2D0633C38B41E","phyag dpe (bod nang nas)","_%_ དཔེ་མཛོད་ རང་ ལ་ ཕྱག་དཔེ་ ཡོད་ བསྡད་པ་ མང་པོ་ ཞིག་ འདུག",74,"ཕྱག་དཔེ་ ཡོད་ བསྡད་པ་",328,"thing","EXIST",3
"2F8AAFEBA0AAF","phyag dpe (bod nang nas)","དེ་ ཚོ་ ད་ལྟ་ ང་ ཚོ་",76,"དེ་ ཚོ་",335,"thing","LVP",3
"2BA154E80A0B7","da lta","དེ་ ཚོ་ ད་ལྟ་ ང་ ཚོ་",76,"ད་ལྟ་",336,"date/time","ADJ",3
"2D066CEA7A801","dpe mdzod khang gi las byed pa","དེ་ ཚོ་ ད་ལྟ་ ང་ ཚོ་",76,"ང་ ཚོ་",338,"person","LVA",1
"198E8B3A0268D","dkar chag","དཀར་ཆག་ བཟོས་ དང་ བཟོ་ བཞིན་པ་ ཡིན །",77,"དཀར་ཆག་",339,"thing","OBL",3
"DD5AF8F5C464","phyag dpe (bod nang nas)","ཕལ་ཆེ་བ་ དེ་ ཚོ་ ཨ་ནི་ ཕལ་ཆེ་བ དེ་ རེད་ ཤག་",79,"ཕལ་ཆེ་བ་ དེ་ ཚོ་",350,"thing","FREE",3
"341D7B3622990","phyag dpe (bod nang nas)","ཕལ་ཆེ་བ་ དེ་ ཚོ་ ཨ་ནི་ ཕལ་ཆེ་བ དེ་ རེད་ ཤག་",79,"ཕལ་ཆེ་བ དེ་",353,"thing","FREE",3
"2DC1C135D9717","lha sa mi rigs dpar bskrun khang","X ད་ལྟ་ མི་རིགས་ དཔེ་སྐྲུན་ ཁང་",80,"ད་ལྟ་ མི་རིགས་ དཔེ་སྐྲུན་ ཁང་",360,"organization","FREE",3
"1557B833BA917","bod ljongs mi rigs dpe skrun khang","ད་ལྟ་ བོད་ལྗོངས་ མི་རིགས་ དཔེ་སྐྲུན་ ཁང་",82,"བོད་ལྗོངས་ མི་རིགས་ དཔེ་སྐྲུན་ ཁང་",367,"organization","FREE",3
"19220BBE6C55D","lha sa dang bod ljongs mi rigs dpe skrun khang","ཁོང་ ཚོ་ ནས་",83,"ཁོང་ ཚོ་ ནས་",370,"organization","ADJ",3
"14168064A04B4","dpe skrun","དཔེ་སྐྲུན་ ཞུས་པ་ དེ་ ཚང་མ་ དེབ་གཟུགས་ ཀྱི་ ནང་ ལ་ རེད་ བཞག་",84,"དཔེ་སྐྲུན་",371,"abstract","LVO",3
"1FA91D88B5D67","phyag dpe (bod nang nas)","དཔེ་སྐྲུན་ ཞུས་པ་ དེ་ ཚང་མ་ དེབ་གཟུགས་ ཀྱི་ ནང་ ལ་ རེད་ བཞག་",84,"དཔེ་སྐྲུན་ ཞུས་པ་ དེ་",373,"thing","COPS",3
"2D92DC166972","deb gzugs","དཔེ་སྐྲུན་ ཞུས་པ་ དེ་ ཚང་མ་ དེབ་གཟུགས་ ཀྱི་ ནང་ ལ་ རེད་ བཞག་",84,"དེབ་གཟུགས་ ཀྱི་ ནང་ ལ་",378,"abstract","PRED",3
"3388D33886F61","slob phrug","ལྟ་ དཔེར་ན་ ཆ་བཞག་ ན་ ཁྱེད་རང་ དེ་ མཁྱེན་མཁྱེན་པ་ རེད་པ །",86,"ཁྱེད་རང་",387,"person","A",2
"12E65DA9D8DA1","phyag dpe (bod nang nas)","ལྟ་ དཔེར་ན་ ཆ་བཞག་ ན་ ཁྱེད་རང་ དེ་ མཁྱེན་མཁྱེན་པ་ རེད་པ །",86,"དེ་",388,"thing","P",3
"27635AD0CE23A","impersonal","འདི་ ང་ ཚོ་ འདི་ རེད་ པ །",88,"ང་ ཚོ་",396,"person","FREE",1
"183F0475EF6F7","phyag dpe (bod nang nas)","འདི་ ང་ ཚོ་ འདི་ རེད་ པ །",88,"འདི་",397,"thing","FREE",3
"37973D7A97929","phyag dpe (bod nang nas)","<0> གང་ ཟེར །",89,"<0>",401,"thing","P",0
"27E3D66CE7501","phyag dpe (bod nang nas)","<0> གང་ ཟེར །",89,"གང་",402,"thing","P",3
"1E9C10EA8CB10","phyag dpe (bod nang nas)","<0> ཕྱག་དཔེ་ རང་ རེད་ པ །",90,"<0>",405,"thing","COPS",0
"379300D30317F","phyag dpe (bod nang nas)","<0> ཕྱག་དཔེ་ རང་ རེད་ པ །",90,"ཕྱག་དཔེ་",406,"thing","PRED",3
"20D882AAC6AB2","phyag dpe (bod nang nas)","<0> ཕྱག་དཔེ་ རང་ རེད་ པ །",91,"<0>",411,"thing","COPS",0
"29D84A9323E38","phyag dpe (bod nang nas)","<0> ཕྱག་དཔེ་ རང་ རེད་ པ །",91,"ཕྱག་དཔེ་",412,"thing","PRED",3
"C34899CFEE33","phyag dpe (bod nang nas)","ལགས་ <0> <0> རེད །",92,"<0>",418,"thing","COPS",0
"36DC1F3D43BC6","phyag dpe (bod nang nas)","ལགས་ <0> <0> རེད །",92,"<0>",419,"thing","PRED",0
"110C65952BA16","phyag dpe (bod nang nas)","ཕྱག་དཔེ་ བྱས །",93,"ཕྱག་དཔེ་ བྱས",423,"thing","FREE",3
"C4B1EEE41C21","lha sa dang bod ljongs mi rigs dpe skrun khang","ཨ་ནི་ ད་ ཁོང་རྣམས་ཚོ ས་ དེ་",94,"ཁོང་རྣམས་ཚོ ས་",428,"organization","A",3
"1BDEDF6CC92D7","phyag dpe (bod nang nas)","ཨ་ནི་ ད་ ཁོང་རྣམས་ཚོ ས་ དེ་",94,"དེ་",429,"thing","P",3
"259C6BF37E02","manner (deb gzugs byed)","འདི་འདྲས་ འདྲ་པོ་ ཞིག་ རེད །",96,"འདི་འདྲས་ འདྲ་པོ་ ཞིག་",433,NA,NA,3
"9F336057120E","lha sa dang bod ljongs mi rigs dpe skrun khang","<0> <0> དེབ་གཟུགས་ བྱས་ བྱས །",97,"<0>",436,"organization","A",0
"18F82001A4B3D","phyag dpe (bod nang nas)","<0> <0> དེབ་གཟུགས་ བྱས་ བྱས །",97,"<0>",437,"thing","P",0
"1CE95E5C3EE8E","lha sa dang bod ljongs mi rigs dpe skrun khang","<0> <0> འདི་འདྲས་ འདྲ་པོ་ བྱས་ བྱས་ <0> འབྱོར་ གྱི་ ཡོད་ རེད །",98,"<0>",442,"organization","A",0
"77875281E3A9","phyag dpe (bod nang nas)","<0> <0> འདི་འདྲས་ འདྲ་པོ་ བྱས་ བྱས་ <0> འབྱོར་ གྱི་ ཡོད་ རེད །",98,"<0>",443,"thing","P",0
"1C20121E63D43","manner (deb gzugs byed)","<0> <0> འདི་འདྲས་ འདྲ་པོ་ བྱས་ བྱས་ <0> འབྱོར་ གྱི་ ཡོད་ རེད །",98,"འདི་འདྲས་ འདྲ་པོ་",445,NA,NA,3
"48248FF0C105","phyag dpe (bod nang nas)","<0> <0> འདི་འདྲས་ འདྲ་པོ་ བྱས་ བྱས་ <0> འབྱོར་ གྱི་ ཡོད་ རེད །",98,"<0>",448,"thing","S",0
